origin_value,company name,traded price,book value,price book ratio,PE ratio,Current ratio,Profit Margin,Return on Assets,Return on Equity,5 year average yield,Forward Annual Dividend Yield,Trailing Annual Dividend Yield,52-Week High,52-Week Low,beta,exchange,sector,industry,total_equity_5,total_equity_4,total_equity_3,total_equity_2,total_equity_1,total_liability_5,total_liability_4,total_liability_3,total_liability_2,total_liability_1,total_asset_5,total_asset_4,total_asset_3,total_asset_2,total_asset_1,balance sheet page,industry page,statistics page,origin_url,origin_pattern,createdAt,updatedAt,pingedAt
5AL.SI,Annica Holdings Ltd (5AL.SI),0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5AL.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
B9S.SI,CosmoSteel Holdings Ltd (B9S.SI),0.41,0.30,1.36,27.33,2.09,3.64,2.43,5.24,,,1.20,0.49,0.33,,SES,Services,Industrial Equipment Wholesale,,,,,,"103,000","93,000","83,000","70,000",,"211,000","192,000","177,000","154,000",,https://sg.finance.yahoo.com/q/bs?s=B9S.SI&annual,https://sg.finance.yahoo.com/q/pr?s=B9S.SI,https://sg.finance.yahoo.com/q/ks?s=B9S.SI,https://sg.finance.yahoo.com/q?s=B9S.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
P8A.SI,Cordlife Group Ltd (P8A.SI),1.25,0.36,3.44,40.32,2.64,20.94,2.06,8.28,,,1.60,1.27,0.83,,SES,Healthcare,Medical Laboratories & Research,,,,,,"49,000","43,000","19,000","15,000",,"191,000","120,000","90,000","55,000",,https://sg.finance.yahoo.com/q/bs?s=P8A.SI&annual,https://sg.finance.yahoo.com/q/pr?s=P8A.SI,https://sg.finance.yahoo.com/q/ks?s=P8A.SI,https://sg.finance.yahoo.com/q?s=P8A.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
N0Z.SI,Combine Will (N0Z.SI),0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=N0Z.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
567.SI,Colex Holdings Ltd (567.SI),0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=567.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C52.SI,ComfortDelGro Corp Ltd (C52.SI),3.06,0.76,4.06,31.22,0.99,7.00,5.38,12.21,,,2.50,3.26,2.02,,SES,Services,Railroads,,,,,,"2,392,000","2,290,000","2,209,000","2,109,000",,"5,231,000","5,085,000","4,846,000","4,589,000",,https://sg.finance.yahoo.com/q/bs?s=C52.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C52.SI,https://sg.finance.yahoo.com/q/ks?s=C52.SI,https://sg.finance.yahoo.com/q?s=C52.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
KJ9.SI,Cogent Holdings Ltd (KJ9.SI),0.44,0.15,3.02,11.58,1.42,20.74,6.14,28.26,,,2.80,0.49,0.30,,SES,Services,Business Services,,,,,,"167,000","115,000","44,000","24,000",,"263,000","193,000","108,000","80,000",,https://sg.finance.yahoo.com/q/bs?s=KJ9.SI&annual,https://sg.finance.yahoo.com/q/pr?s=KJ9.SI,https://sg.finance.yahoo.com/q/ks?s=KJ9.SI,https://sg.finance.yahoo.com/q?s=KJ9.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C03.SI,China Merchants Property Development Co Ltd (C03.SI),18.10,1.95,9.30,67.79,1.75,9.83,3.85,13.33,,,3.30,18.30,8.02,,SES,Financial,Real Estate Development,,,,,,"107,946,000","95,123,000","79,758,000","55,390,000",,"151,692,000","134,040,000","109,197,000","79,666,000",,https://sg.finance.yahoo.com/q/bs?s=C03.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C03.SI,https://sg.finance.yahoo.com/q/ks?s=C03.SI,https://sg.finance.yahoo.com/q?s=C03.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
P5P.SI,CIMB APAC Div US$ (P5P.SI),1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=P5P.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C22.SI,China Merchants Holdings (Pacific) Ltd (C22.SI),1.16,0.79,1.50,12.83,0.74,36.61,4.60,11.93,,,6.60,1.21,0.88,,SES,Industrial Goods,Heavy Construction,,,,,,"6,661,000","5,671,000","6,225,000","4,868,000",,"15,591,000","13,432,000","13,304,000","11,528,000",,https://sg.finance.yahoo.com/q/bs?s=C22.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C22.SI,https://sg.finance.yahoo.com/q/ks?s=C22.SI,https://sg.finance.yahoo.com/q?s=C22.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
P9D.SI,Civmec Ltd (P9D.SI),0.56,0.22,2.55,9.91,1.74,6.77,14.20,29.86,,,1.30,0.80,0.35,,SES,Industrial Goods,General Contractors,,,,,,"145,000","83,000","90,000","52,000",,"290,000","193,000","179,000","73,000",,https://sg.finance.yahoo.com/q/bs?s=P9D.SI&annual,https://sg.finance.yahoo.com/q/pr?s=P9D.SI,https://sg.finance.yahoo.com/q/ks?s=P9D.SI,https://sg.finance.yahoo.com/q?s=P9D.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5HJ.SI,Cityneon Holdings Ltd (5HJ.SI),0.28,0.21,1.33,14.00,1.74,3.01,3.22,9.66,,,,0.30,0.19,,SES,Services,Business Services,,,,,,"31,000","26,000","29,000","26,000",,"56,000","49,000","50,000","53,000",,https://sg.finance.yahoo.com/q/bs?s=5HJ.SI&annual,https://sg.finance.yahoo.com/q/pr?s=5HJ.SI,https://sg.finance.yahoo.com/q/ks?s=5HJ.SI,https://sg.finance.yahoo.com/q?s=5HJ.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K3ED.SI,China Telecom Corp Ltd (K3ED.SI),47.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=K3ED.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C09.SI,City Developments Ltd (C09.SI),10.64,6.57,1.62,17.85,2.61,20.45,2.33,8.66,,,1.10,10.95,9.15,,SES,Services,Lodging,,,,,,"8,925,000","7,338,000","6,351,000","6,266,000",,"19,701,000","17,554,000","15,608,000","14,962,000",,https://sg.finance.yahoo.com/q/bs?s=C09.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C09.SI,https://sg.finance.yahoo.com/q/ks?s=C09.SI,https://sg.finance.yahoo.com/q?s=C09.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C10.SI,Chosen Holdings Ltd (C10.SI),0.16,0.17,0.89,15.50,2.12,3.24,2.76,5.27,,,4.70,0.16,0.13,,SES,Consumer Goods,Rubber & Plastics,,,,,,"30,000","31,000","33,000","26,000",,"96,000","97,000","99,000","93,000",,https://sg.finance.yahoo.com/q/bs?s=C10.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C10.SI,https://sg.finance.yahoo.com/q/ks?s=C10.SI,https://sg.finance.yahoo.com/q?s=C10.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
ACW.SI,Chiwayland International Ltd (ACW.SI),0.13,0.15,0.88,43.67,1.46,0.44,0.46,6.13,,,,0.63,0.13,,SES,Basic Materials,Oil & Gas Equipment & Services,,,,,,"19,000","19,000","15,000","20,000",,"51,000","52,000","54,000","55,000",,https://sg.finance.yahoo.com/q/bs?s=ACW.SI&annual,https://sg.finance.yahoo.com/q/pr?s=ACW.SI,https://sg.finance.yahoo.com/q/ks?s=ACW.SI,https://sg.finance.yahoo.com/q?s=ACW.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C29.SI,Chip Eng Seng Corp Ltd (C29.SI),0.88,0.87,1.03,2.70,6.06,25.39,9.01,45.45,,,8.10,0.99,0.71,,SES,Industrial Goods,General Contractors,,,,,,"1,272,000","1,240,000","695,000","573,000",,"2,008,000","1,739,000","1,156,000","991,000",,https://sg.finance.yahoo.com/q/bs?s=C29.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C29.SI,https://sg.finance.yahoo.com/q/ks?s=C29.SI,https://sg.finance.yahoo.com/q?s=C29.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
O2R.SI,Chinasing Investment Holdings Limited (O2R.SI),0.02,0.21,0.07,N/A,3.77,32.83,6.29,10.03,,,,0.04,0.01,,SES,N/A,N/A,,,,,,"44,000","49,000","72,000","83,000",,"291,000","320,000","366,000","360,000",,https://sg.finance.yahoo.com/q/bs?s=O2R.SI&annual,https://sg.finance.yahoo.com/q/pr?s=O2R.SI,https://sg.finance.yahoo.com/q/ks?s=O2R.SI,https://sg.finance.yahoo.com/q?s=O2R.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
A7RU.SI,CitySpring Infrastructure Trust (A7RU.SI),0.58,0.11,5.37,N/A,2.25,2.75,2.34,3.56,,,,0.59,0.47,,SES,Financial,REIT - Industrial,,,,,,"1,582,000","1,648,000","1,606,000","1,794,000",,"1,948,000","2,013,000","2,040,000","2,151,000",,https://sg.finance.yahoo.com/q/bs?s=A7RU.SI&annual,https://sg.finance.yahoo.com/q/pr?s=A7RU.SI,https://sg.finance.yahoo.com/q/ks?s=A7RU.SI,https://sg.finance.yahoo.com/q?s=A7RU.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K3ID.SI,China Unicom (Hong Kong) Ltd (K3ID.SI),13.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=K3ID.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K3PD.SI,China Mobile Ltd (K3PD.SI),63.50,6.76,9.39,73.58,1.11,17.04,6.14,13.27,,,3.20,66.40,41.73,,SES,Technology,Wireless Communications,,,,,,"437,806,000","376,668,000","326,800,000","302,139,000",,"1,296,449,000","1,167,392,000","1,052,109,000","952,558,000",,https://sg.finance.yahoo.com/q/bs?s=K3PD.SI&annual,https://sg.finance.yahoo.com/q/pr?s=K3PD.SI,https://sg.finance.yahoo.com/q/ks?s=K3PD.SI,https://sg.finance.yahoo.com/q?s=K3PD.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C13.SI,CH Offshore Ltd (C13.SI),0.48,0.32,1.48,15.48,5.79,61.20,4.71,9.56,,,4.20,0.55,0.41,,SES,Basic Materials,Oil & Gas Equipment & Services,,,,,,"19,000","20,000","22,000","15,000",,"259,000","246,000","278,000","253,000",,https://sg.finance.yahoo.com/q/bs?s=C13.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C13.SI,https://sg.finance.yahoo.com/q/ks?s=C13.SI,https://sg.finance.yahoo.com/q?s=C13.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C33.SI,Chuan Hup Holdings Ltd (C33.SI),0.33,0.30,1.10,27.50,4.06,5.54,1.29,3.88,,,3.00,0.35,0.25,,SES,Technology,Printed Circuit Boards,,,,,,"53,000","142,000","64,000","63,000",,"386,000","455,000","369,000","371,000",,https://sg.finance.yahoo.com/q/bs?s=C33.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C33.SI,https://sg.finance.yahoo.com/q/ks?s=C33.SI,https://sg.finance.yahoo.com/q?s=C33.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5CJ.SI,Chinese Global Investors Group Ltd (5CJ.SI),0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5CJ.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
GU5.SI,China Kunda Technology Holdings Ltd (GU5.SI),0.02,0.01,1.92,N/A,1.44,11.61,8.88,57.87,,,,0.07,0.01,,SES,Consumer Goods,Auto Parts,,,,,,"214,000","205,000","199,000","197,000",,"279,000","357,000","396,000","432,000",,https://sg.finance.yahoo.com/q/bs?s=GU5.SI&annual,https://sg.finance.yahoo.com/q/pr?s=GU5.SI,https://sg.finance.yahoo.com/q/ks?s=GU5.SI,https://sg.finance.yahoo.com/q?s=GU5.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5KK.SI,China Yongsheng Ltd (5KK.SI),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5KK.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
B2X.SI,China Yuanbang Property Holdings Ltd (B2X.SI),0.06,0.18,0.37,6.40,1.80,5.14,0.53,5.93,,,15.60,0.18,0.05,,SES,Financial,Real Estate Development,,,,,,"3,342,000","3,638,000","3,024,000","2,387,000",,"4,468,000","4,528,000","3,805,000","2,945,000",,https://sg.finance.yahoo.com/q/bs?s=B2X.SI&annual,https://sg.finance.yahoo.com/q/pr?s=B2X.SI,https://sg.finance.yahoo.com/q/ks?s=B2X.SI,https://sg.finance.yahoo.com/q?s=B2X.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
P74.SI,China Kangda Food Co Ltd (P74.SI),0.12,0.25,0.48,N/A,0.94,0.30,1.11,1.01,,,,0.18,0.06,,SES,Consumer Goods,Food - Major Diversified,,,,,,"1,018,000","889,000","904,000","824,000",,"1,715,000","1,593,000","1,610,000","1,529,000",,https://sg.finance.yahoo.com/q/bs?s=P74.SI&annual,https://sg.finance.yahoo.com/q/pr?s=P74.SI,https://sg.finance.yahoo.com/q/ks?s=P74.SI,https://sg.finance.yahoo.com/q?s=P74.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
F2X.SI,China Taisan Technology Group Holdings (F2X.SI),0.02,0.11,0.19,N/A,1.40,54.39,19.53,44.53,,,,0.05,0.02,,SES,Industrial Goods,Textile Industrial,,,,,,"589,000","221,000","243,000","185,000",,"1,347,000","1,413,000","1,434,000","1,467,000",,https://sg.finance.yahoo.com/q/bs?s=F2X.SI&annual,https://sg.finance.yahoo.com/q/pr?s=F2X.SI,https://sg.finance.yahoo.com/q/ks?s=F2X.SI,https://sg.finance.yahoo.com/q?s=F2X.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C86.SI,China Sun Bio-chem Technology Group Co Ltd (C86.SI),0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=C86.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
E90.SI,China Sky Chemical Fibre Co Ltd (E90.SI),0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=E90.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
D4N.SI,China New Town Development Co Ltd (D4N.SI),0.07,0.06,1.22,N/A,1.55,108.08,3.97,1.61,,,,0.09,0.05,,SES,Financial,Real Estate Development,,,,,,"5,965,000","8,584,000","8,521,000","7,590,000",,"9,812,000","11,563,000","11,761,000","10,616,000",,https://sg.finance.yahoo.com/q/bs?s=D4N.SI&annual,https://sg.finance.yahoo.com/q/pr?s=D4N.SI,https://sg.finance.yahoo.com/q/ks?s=D4N.SI,https://sg.finance.yahoo.com/q?s=D4N.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
G86.SI,China Milk Products Group Ltd (G86.SI),0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=G86.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Y34.SI,China Mining International Ltd (Y34.SI),0.08,0.02,3.39,N/A,2.13,,4.57,36.37,,,,0.10,0.05,,SES,Financial,Property Management,,,,,,"135,000","164,000","247,000","279,000",,"304,000","542,000","754,000","985,000",,https://sg.finance.yahoo.com/q/bs?s=Y34.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Y34.SI,https://sg.finance.yahoo.com/q/ks?s=Y34.SI,https://sg.finance.yahoo.com/q?s=Y34.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C37.SI,China International Holdings Ltd (C37.SI),0.03,0.10,0.28,N/A,1.86,69.64,2.58,9.30,,,12.10,0.06,0.03,,SES,Financial,Real Estate Development,,,,,,"1,246,000","1,084,000","256,000","118,000",,"2,234,000","2,141,000","1,029,000","871,000",,https://sg.finance.yahoo.com/q/bs?s=C37.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C37.SI,https://sg.finance.yahoo.com/q/ks?s=C37.SI,https://sg.finance.yahoo.com/q?s=C37.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
D50.SI,China Great Land Holdings Ltd (D50.SI),0.01,-0.12,N/A,N/A,0.37,,1.32,,,,,0.02,0.01,,SES,Industrial Goods,General Building Materials,,,,,,"212,000","204,000","202,000","166,000",,"80,000","103,000","107,000","188,000",,https://sg.finance.yahoo.com/q/bs?s=D50.SI&annual,https://sg.finance.yahoo.com/q/pr?s=D50.SI,https://sg.finance.yahoo.com/q/ks?s=D50.SI,https://sg.finance.yahoo.com/q?s=D50.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
CH8.SI,China Sunsine Chemical Holdings Ltd (CH8.SI),0.41,0.35,1.17,5.33,1.71,10.60,13.97,24.14,,,2.40,0.52,0.22,,SES,Consumer Goods,Rubber & Plastics,,,,,,"627,000","473,000","365,000","285,000",,"1,638,000","1,287,000","1,126,000","1,050,000",,https://sg.finance.yahoo.com/q/bs?s=CH8.SI&annual,https://sg.finance.yahoo.com/q/pr?s=CH8.SI,https://sg.finance.yahoo.com/q/ks?s=CH8.SI,https://sg.finance.yahoo.com/q?s=CH8.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C71.SI,China Paper Holdings Limited (C71.SI),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=C71.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
DT2.SI,China Oilfield Technology Services Group Ltd (DT2.SI),0.00,0.00,N/A,0.75,1.02,,6.31,,,,,0.04,0.00,,SES,Basic Materials,Oil & Gas Equipment & Services,,,,,,"1,000","221,000","241,000","247,000",,"1,000","72,000","137,000","626,000",,https://sg.finance.yahoo.com/q/bs?s=DT2.SI&annual,https://sg.finance.yahoo.com/q/pr?s=DT2.SI,https://sg.finance.yahoo.com/q/ks?s=DT2.SI,https://sg.finance.yahoo.com/q?s=DT2.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
FQ8.SI,China Sports International Ltd (FQ8.SI),0.02,0.17,0.13,11.00,3.98,1.28,0.92,1.03,,,,0.04,0.02,,SES,Consumer Goods,Textile - Apparel Footwear & Accessories,,,,,,"298,000","341,000","273,000","194,000",,"1,330,000","1,363,000","1,452,000","1,356,000",,https://sg.finance.yahoo.com/q/bs?s=FQ8.SI&annual,https://sg.finance.yahoo.com/q/pr?s=FQ8.SI,https://sg.finance.yahoo.com/q/ks?s=FQ8.SI,https://sg.finance.yahoo.com/q?s=FQ8.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K2N.SI,China Minzhong Food Corp Ltd (K2N.SI),0.97,1.29,0.75,10.21,4.11,16.36,3.53,7.64,,,4.30,1.12,0.80,,SES,Consumer Goods,Farm Products,,,,,,"1,802,000","1,065,000","1,000,000","487,000",,"7,022,000","5,835,000","4,587,000","3,394,000",,https://sg.finance.yahoo.com/q/bs?s=K2N.SI&annual,https://sg.finance.yahoo.com/q/pr?s=K2N.SI,https://sg.finance.yahoo.com/q/ks?s=K2N.SI,https://sg.finance.yahoo.com/q?s=K2N.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
J18.SI,China Jishan Holdings Ltd (J18.SI),0.05,0.05,1.18,N/A,0.95,11.94,1.74,37.23,,,,0.14,0.05,,SES,Industrial Goods,Textile Industrial,,,,,,"826,000","861,000","853,000","797,000",,"921,000","1,000,000","1,018,000","962,000",,https://sg.finance.yahoo.com/q/bs?s=J18.SI&annual,https://sg.finance.yahoo.com/q/pr?s=J18.SI,https://sg.finance.yahoo.com/q/ks?s=J18.SI,https://sg.finance.yahoo.com/q?s=J18.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
BR9.SI,China Hongxing Sports Ltd (BR9.SI),0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=BR9.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C92.SI,China Haida Ltd (C92.SI),0.02,0.17,0.10,1.70,4.23,4.08,3.81,5.97,,,,0.03,0.01,,SES,Basic Materials,Aluminum,,,,,,"60,000","63,000","67,000","40,000",,"330,000","318,000","342,000","309,000",,https://sg.finance.yahoo.com/q/bs?s=C92.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C92.SI,https://sg.finance.yahoo.com/q/ks?s=C92.SI,https://sg.finance.yahoo.com/q?s=C92.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
I4U.SI,China Gaoxian Fibre Fabric Holdings Ltd (I4U.SI),0.03,0.06,0.56,N/A,0.49,243.75,2.46,23.60,,,,0.06,0.02,,SES,Industrial Goods,Textile Industrial,,,,,,"2,353,000","1,699,000","764,000","333,000",,"3,179,000","2,747,000","1,914,000","1,570,000",,https://sg.finance.yahoo.com/q/bs?s=I4U.SI&annual,https://sg.finance.yahoo.com/q/pr?s=I4U.SI,https://sg.finance.yahoo.com/q/ks?s=I4U.SI,https://sg.finance.yahoo.com/q?s=I4U.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C0Z.SI,China Hongcheng Holdings Ltd (C0Z.SI),0.01,0.04,0.18,N/A,0.50,34.66,5.04,95.25,,,,0.01,0.00,,SES,Industrial Goods,Textile Industrial,,,,,,"1,081,000","1,032,000","860,000","935,000",,"1,228,000","1,257,000","1,162,000","1,305,000",,https://sg.finance.yahoo.com/q/bs?s=C0Z.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C0Z.SI,https://sg.finance.yahoo.com/q/ks?s=C0Z.SI,https://sg.finance.yahoo.com/q?s=C0Z.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
B0Z.SI,China Fishery Group Ltd (B0Z.SI),0.20,0.60,0.32,6.72,2.91,9.84,3.27,5.12,,,,0.40,0.17,,SES,Consumer Goods,Food - Major Diversified,,,,,,"1,599,000","1,601,000","686,000","593,000",,"2,808,000","2,768,000","1,501,000","1,365,000",,https://sg.finance.yahoo.com/q/bs?s=B0Z.SI&annual,https://sg.finance.yahoo.com/q/pr?s=B0Z.SI,https://sg.finance.yahoo.com/q/ks?s=B0Z.SI,https://sg.finance.yahoo.com/q?s=B0Z.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
F6D.SI,China Fibretech Ltd (F6D.SI),0.04,0.18,0.19,35.00,17.04,3.01,0.76,0.41,,,,0.05,0.03,,SES,Industrial Goods,Textile Industrial,,,,,,"29,000","61,000","60,000","58,000",,"517,000","546,000","544,000","553,000",,https://sg.finance.yahoo.com/q/bs?s=F6D.SI&annual,https://sg.finance.yahoo.com/q/pr?s=F6D.SI,https://sg.finance.yahoo.com/q/ks?s=F6D.SI,https://sg.finance.yahoo.com/q?s=F6D.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U9E.SI,China Everbright Water Limited (U9E.SI),1.10,0.33,3.41,57.89,1.22,27.87,4.29,7.35,,,,1.27,0.79,,SES,N/A,N/A,,,,,,"3,560,000","3,399,000",,,,"10,112,000","5,390,000",,,,https://sg.finance.yahoo.com/q/bs?s=U9E.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U9E.SI,https://sg.finance.yahoo.com/q/ks?s=U9E.SI,https://sg.finance.yahoo.com/q?s=U9E.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
