origin_value,company name,traded price,book value,price book ratio,PE ratio,Current ratio,Profit Margin,Return on Assets,Return on Equity,5 year average yield,Forward Annual Dividend Yield,Trailing Annual Dividend Yield,52-Week High,52-Week Low,beta,exchange,sector,industry,total_equity_5,total_equity_4,total_equity_3,total_equity_2,total_equity_1,total_liability_5,total_liability_4,total_liability_3,total_liability_2,total_liability_1,total_asset_5,total_asset_4,total_asset_3,total_asset_2,total_asset_1,balance sheet page,industry page,statistics page,origin_url,origin_pattern,createdAt,updatedAt,pingedAt
O9D.SI,DBXT MSPAKIS US$ (O9D.SI),2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=O9D.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
IH2.SI,DBXT MSKorea US$ (IH2.SI),62.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=IH2.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
LF2.SI,DBXT MSJAP US$ (LF2.SI),52.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=LF2.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
IH3.SI,DBXT MSEurope US$ (IH3.SI),61.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=IH3.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
LG8.SI,DBXT MSINDIA US$ (LG8.SI),10.19,0.00,N/A,N/A,N/A,,,,,,,11.60,8.93,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=LG8.SI,https://sg.finance.yahoo.com/q/ks?s=LG8.SI,https://sg.finance.yahoo.com/q?s=LG8.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
586.SI,TMC Education Corp Ltd (586.SI),0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=586.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5OT.SI,Singapore Medical Group Ltd (5OT.SI),0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5OT.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
M1GU.SI,Sabana Reit (M1GU.SI),0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=M1GU.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
O15.SI,Oversea-Chinese Banking Corp Ltd (O15.SI),1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=O15.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
PT9D.SI,u NZT ADR US$ (PT9D.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=PT9D.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5IF.SI,Natural Cool Holdings Ltd (5IF.SI),0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5IF.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
OM2S.SI,s N710100Z 170401 (OM2S.SI),102.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=OM2S.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
40W.SI,ZICO Holdings Inc (40W.SI),0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=40W.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K3TD.SI,u ZNH ADR US$ (K3TD.SI),18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=K3TD.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5EG.SI,Zhongxin Fruit and Juice Ltd (5EG.SI),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5EG.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
I9T.SI,Ziwo Holdings Ltd. (I9T.SI),0.05,0.23,0.19,15.00,21.05,3.29,1.12,1.23,,,,0.13,0.04,,SES,Industrial Goods,Textile Industrial,,,,,,"18,000","19,000","21,000","30,000",,"539,000","500,000","498,000","511,000",,https://sg.finance.yahoo.com/q/bs?s=I9T.SI&annual,https://sg.finance.yahoo.com/q/pr?s=I9T.SI,https://sg.finance.yahoo.com/q/ks?s=I9T.SI,https://sg.finance.yahoo.com/q?s=I9T.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5SR.SI,Zhongmin Baihui Retail Group Ltd (5SR.SI),1.83,0.08,21.79,70.38,1.23,3.63,2.17,33.41,,,1.10,1.90,1.80,,SES,Services,Department Stores,,,,,,"404,000","373,000","182,000","103,000",,"506,000","463,000","261,000","171,000",,https://sg.finance.yahoo.com/q/bs?s=5SR.SI&annual,https://sg.finance.yahoo.com/q/pr?s=5SR.SI,https://sg.finance.yahoo.com/q/ks?s=5SR.SI,https://sg.finance.yahoo.com/q?s=5SR.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
D5N.SI,Z-Obee Holdings Ltd (D5N.SI),0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=D5N.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Z01.SI,Zagro Asia Ltd (Z01.SI),0.28,0.25,1.13,13.57,2.60,4.71,4.90,8.38,,,3.50,0.34,0.27,,SES,Consumer Goods,Farm Products,,,,,,"44,000","31,000","26,000","38,000",,"133,000","115,000","103,000","111,000",,https://sg.finance.yahoo.com/q/bs?s=Z01.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Z01.SI,https://sg.finance.yahoo.com/q/ks?s=Z01.SI,https://sg.finance.yahoo.com/q?s=Z01.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
SO7.SI,YZJ Shipbldg RMB (SO7.SI),4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=SO7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
BS6.SI,Yangzijiang Shipbuilding (Holdings) Ltd (BS6.SI),1.44,0.86,1.70,9.80,1.68,22.69,5.52,17.69,,,,1.46,1.00,,SES,Industrial Goods,Aerospace/Defense - Major Diversified,,,,,,"19,702,000","24,938,000","16,935,000","20,022,000",,"40,778,000","43,211,000","33,202,000","33,739,000",,https://sg.finance.yahoo.com/q/bs?s=BS6.SI&annual,https://sg.finance.yahoo.com/q/pr?s=BS6.SI,https://sg.finance.yahoo.com/q/ks?s=BS6.SI,https://sg.finance.yahoo.com/q?s=BS6.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K3GD.SI,u YZC ADR US$ (K3GD.SI),10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=K3GD.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
AFC.SI,Yuuzoo Corporation Limited (AFC.SI),0.20,0.07,2.93,N/A,13.89,121.56,2.72,142.93,,,,0.95,0.20,,SES,Consumer Goods,Electronic Equipment,,,,,,"1,000","2,000","2,000","105,000",,"1,000","3,000","4,000","59,000",,https://sg.finance.yahoo.com/q/bs?s=AFC.SI&annual,https://sg.finance.yahoo.com/q/pr?s=AFC.SI,https://sg.finance.yahoo.com/q/ks?s=AFC.SI,https://sg.finance.yahoo.com/q?s=AFC.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
G10.SI,Yuexiu Property Co Ltd (G10.SI),0.31,0.40,0.78,8.16,2.06,15.74,1.91,9.44,,,27.10,0.33,0.20,,SES,Financial,Real Estate Development,,,,,,"62,822,000","52,911,000","46,877,000","40,584,000",,"93,075,000","78,071,000","69,997,000","61,213,000",,https://sg.finance.yahoo.com/q/bs?s=G10.SI&annual,https://sg.finance.yahoo.com/q/pr?s=G10.SI,https://sg.finance.yahoo.com/q/ks?s=G10.SI,https://sg.finance.yahoo.com/q?s=G10.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
E6A.SI,Yongmao Holdings Ltd (E6A.SI),0.20,0.21,0.96,8.33,1.43,8.03,4.33,14.06,,,2.50,0.24,0.12,,SES,Industrial Goods,Farm & Construction Machinery,,,,,,"1,059,000","832,000","779,000","711,000",,"1,629,000","1,336,000","1,260,000","1,213,000",,https://sg.finance.yahoo.com/q/bs?s=E6A.SI&annual,https://sg.finance.yahoo.com/q/pr?s=E6A.SI,https://sg.finance.yahoo.com/q/ks?s=E6A.SI,https://sg.finance.yahoo.com/q?s=E6A.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Z59.SI,Yoma Strategic Holdings Ltd (Z59.SI),0.51,0.28,1.83,31.88,4.28,24.04,1.69,7.61,,,,0.75,0.39,,SES,Industrial Goods,General Contractors,,,,,,"65,000","66,000","13,000","9,000",,"483,000","463,000","148,000","139,000",,https://sg.finance.yahoo.com/q/bs?s=Z59.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Z59.SI,https://sg.finance.yahoo.com/q/ks?s=Z59.SI,https://sg.finance.yahoo.com/q?s=Z59.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Y08.SI,YHI International Ltd (Y08.SI),0.22,0.32,0.68,23.89,1.99,1.38,2.29,3.13,,,,0.27,0.21,,SES,Consumer Goods,Auto Parts,,,,,,"183,000","185,000","182,000","183,000",,"447,000","447,000","444,000","444,000",,https://sg.finance.yahoo.com/q/bs?s=Y08.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Y08.SI,https://sg.finance.yahoo.com/q/ks?s=Y08.SI,https://sg.finance.yahoo.com/q?s=Y08.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Y03.SI,Yeo Hiap Seng Ltd (Y03.SI),1.69,0.81,2.09,45.54,3.38,6.62,1.63,4.25,,,1.20,2.30,1.64,,SES,Consumer Goods,Food - Major Diversified,,,,,,"92,000","124,000","136,000","124,000",,"719,000","860,000","846,000","672,000",,https://sg.finance.yahoo.com/q/bs?s=Y03.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Y03.SI,https://sg.finance.yahoo.com/q/ks?s=Y03.SI,https://sg.finance.yahoo.com/q?s=Y03.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
41J.SI,$ Xyec 1 (41J.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=41J.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
MC7.SI,Yamada Green Resources Ltd (MC7.SI),0.13,0.24,0.52,4.88,5.71,14.57,6.27,10.95,,,9.50,0.18,0.12,,SES,Consumer Goods,Farm Products,,,,,,"62,000","27,000","26,000","27,000",,"828,000","694,000","572,000","428,000",,https://sg.finance.yahoo.com/q/bs?s=MC7.SI&annual,https://sg.finance.yahoo.com/q/pr?s=MC7.SI,https://sg.finance.yahoo.com/q/ks?s=MC7.SI,https://sg.finance.yahoo.com/q?s=MC7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
M9F.SI,XMH Holdings Ltd (M9F.SI),0.23,0.10,2.27,45.00,2.26,3.35,4.59,5.19,,,4.40,0.34,0.20,,SES,Industrial Goods,Diversified Machinery,,,,,,"54,000","36,000","47,000","44,000",,"113,000","80,000","89,000","82,000",,https://sg.finance.yahoo.com/q/bs?s=M9F.SI&annual,https://sg.finance.yahoo.com/q/pr?s=M9F.SI,https://sg.finance.yahoo.com/q/ks?s=M9F.SI,https://sg.finance.yahoo.com/q?s=M9F.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Y02.SI,Yongnam Holdings Ltd (Y02.SI),0.16,0.18,0.93,N/A,1.53,4.00,5.09,2.75,,,3.70,0.26,0.13,,SES,Industrial Goods,General Contractors,,,,,,"269,000","284,000","250,000","247,000",,"570,000","601,000","573,000","538,000",,https://sg.finance.yahoo.com/q/bs?s=Y02.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Y02.SI,https://sg.finance.yahoo.com/q/ks?s=Y02.SI,https://sg.finance.yahoo.com/q?s=Y02.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
CX5.SI,Yong Xin International Holdings Ltd (CX5.SI),0.01,0.03,0.35,N/A,0.82,4.78,1.97,18.67,,,,0.05,0.01,,SES,Basic Materials,Steel & Iron,,,,,,"93,000","96,000","89,000","110,000",,"135,000","145,000","152,000","193,000",,https://sg.finance.yahoo.com/q/bs?s=CX5.SI&annual,https://sg.finance.yahoo.com/q/pr?s=CX5.SI,https://sg.finance.yahoo.com/q/ks?s=CX5.SI,https://sg.finance.yahoo.com/q?s=CX5.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5DM.SI,Ying Li International Real Estate Ltd (5DM.SI),0.26,0.32,0.81,14.44,2.06,24.65,2.09,5.96,,,,0.33,0.20,,SES,Financial,Property Management,,,,,,"4,486,000","4,556,000","4,142,000","3,058,000",,"9,542,000","8,008,000","7,375,000","5,935,000",,https://sg.finance.yahoo.com/q/bs?s=5DM.SI&annual,https://sg.finance.yahoo.com/q/pr?s=5DM.SI,https://sg.finance.yahoo.com/q/ks?s=5DM.SI,https://sg.finance.yahoo.com/q?s=5DM.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Z25.SI,Yanlord Land Group Ltd (Z25.SI),1.22,1.59,0.76,10.89,2.45,11.59,2.59,7.41,,,1.10,1.29,0.90,,SES,Financial,Property Management,,,,,,"37,953,000","33,581,000","27,616,000","27,889,000",,"67,327,000","61,439,000","54,299,000","51,920,000",,https://sg.finance.yahoo.com/q/bs?s=Z25.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Z25.SI,https://sg.finance.yahoo.com/q/ks?s=Z25.SI,https://sg.finance.yahoo.com/q?s=Z25.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
R8P.SI,Yangi EURO S (R8P.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=R8P.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5WR.SI,$ Xyec (5WR.SI),0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5WR.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
I04.SI,Xpress Holdings Ltd (I04.SI),0.02,0.00,N/A,N/A,0.74,,2.92,190.35,,,,0.02,0.01,,SES,Services,Business Services,,,,,,"13,000","24,000","25,000","23,000",,"15,000","166,000","163,000","163,000",,https://sg.finance.yahoo.com/q/bs?s=I04.SI&annual,https://sg.finance.yahoo.com/q/pr?s=I04.SI,https://sg.finance.yahoo.com/q/ks?s=I04.SI,https://sg.finance.yahoo.com/q?s=I04.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
MN5.SI,XinRen Aluminum Holdings Ltd (MN5.SI),0.45,0.29,1.53,12.86,0.58,1.92,2.36,15.85,,,,0.53,0.42,,SES,Basic Materials,Aluminum,,,,,,"24,889,000","7,327,000","6,372,000","3,741,000",,"30,478,000","9,399,000","8,363,000","5,442,000",,https://sg.finance.yahoo.com/q/bs?s=MN5.SI&annual,https://sg.finance.yahoo.com/q/pr?s=MN5.SI,https://sg.finance.yahoo.com/q/ks?s=MN5.SI,https://sg.finance.yahoo.com/q?s=MN5.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5F7.SI,$ Wilton Resources (5F7.SI),0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5F7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
H1M.SI,Lyxor EastEur US$ (H1M.SI),4.63,0.00,N/A,N/A,N/A,,,,,,,5.21,3.96,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=H1M.SI,https://sg.finance.yahoo.com/q/ks?s=H1M.SI,https://sg.finance.yahoo.com/q?s=H1M.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
MT7.SI,Lyxor AsiaRE US$ (MT7.SI),10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=MT7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
B49.SI,World Precision Machinery Ltd (B49.SI),0.34,0.45,0.76,7.73,1.74,12.50,5.24,9.94,,,47.80,0.38,0.30,,SES,Industrial Goods,Diversified Machinery,,,,,,"557,000","658,000","903,000","696,000",,"1,666,000","1,724,000","1,883,000","1,656,000",,https://sg.finance.yahoo.com/q/bs?s=B49.SI&annual,https://sg.finance.yahoo.com/q/pr?s=B49.SI,https://sg.finance.yahoo.com/q/ks?s=B49.SI,https://sg.finance.yahoo.com/q?s=B49.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
W05.SI,Wing Tai Holdings Ltd (W05.SI),1.97,2.87,0.68,9.90,6.18,34.36,1.10,7.59,,,1.50,2.14,1.57,,SES,Financial,Property Management,,,,,,"1,741,000","1,951,000","1,611,000","1,648,000",,"4,883,000","4,978,000","4,008,000","3,728,000",,https://sg.finance.yahoo.com/q/bs?s=W05.SI&annual,https://sg.finance.yahoo.com/q/pr?s=W05.SI,https://sg.finance.yahoo.com/q/ks?s=W05.SI,https://sg.finance.yahoo.com/q?s=W05.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
W12.SI,Willas-Array Electronics Holdings Ltd (W12.SI),0.18,0.19,0.96,26.00,1.26,0.57,1.79,2.75,,,37.90,0.20,0.14,,SES,Services,Electronics Wholesale,,,,,,"942,000","933,000","873,000","1,222,000",,"1,497,000","1,482,000","1,411,000","1,704,000",,https://sg.finance.yahoo.com/q/bs?s=W12.SI&annual,https://sg.finance.yahoo.com/q/pr?s=W12.SI,https://sg.finance.yahoo.com/q/ks?s=W12.SI,https://sg.finance.yahoo.com/q?s=W12.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
41NR.SI,$ WE R1 (41NR.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=41NR.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
41MR.SI,$ WE R (41MR.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=41MR.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
E3B.SI,Wee Hur Holdings Ltd (E3B.SI),0.36,0.25,1.45,4.00,2.44,15.73,19.72,65.69,,,5.60,0.43,0.34,,SES,Industrial Goods,General Contractors,,,,,,"402,000","409,000","420,000","302,000",,"742,000","625,000","601,000","392,000",,https://sg.finance.yahoo.com/q/bs?s=E3B.SI&annual,https://sg.finance.yahoo.com/q/pr?s=E3B.SI,https://sg.finance.yahoo.com/q/ks?s=E3B.SI,https://sg.finance.yahoo.com/q?s=E3B.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T8B.SI,Viva Industrial Trust (T8B.SI),0.83,0.56,1.48,14.56,0.36,61.73,3.32,9.96,,,6.20,0.85,0.78,,SES,Financial,REIT - Industrial,,,,,,"411,000","324,000",,,,"883,000","773,000",,,,https://sg.finance.yahoo.com/q/bs?s=T8B.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T8B.SI,https://sg.finance.yahoo.com/q/ks?s=T8B.SI,https://sg.finance.yahoo.com/q?s=T8B.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
557.SI,Viking Offshore and Marine Ltd (557.SI),0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=557.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
535.SI,VibroPower Corp Ltd (535.SI),0.05,0.05,0.94,12.00,2.15,5.98,3.04,7.65,,,2.50,0.06,0.04,,SES,Industrial Goods,Diversified Machinery,,,,,,"18,000","22,000","22,000","21,000",,"41,000","43,000","45,000","43,000",,https://sg.finance.yahoo.com/q/bs?s=535.SI&annual,https://sg.finance.yahoo.com/q/pr?s=535.SI,https://sg.finance.yahoo.com/q/ks?s=535.SI,https://sg.finance.yahoo.com/q?s=535.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
40N.SI,$ Versalink (40N.SI),0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=40N.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5BA.SI,Vashion Group Ltd (5BA.SI),0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5BA.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
F34.SI,Wilmar International Ltd (F34.SI),3.22,2.42,1.35,17.79,1.28,2.68,2.16,7.58,,,2.30,3.37,2.92,,SES,Consumer Goods,Farm Products,,,,,,"27,147,000","30,745,000","26,725,000","25,391,000",,"43,558,000","46,632,000","41,920,000","39,640,000",,https://sg.finance.yahoo.com/q/bs?s=F34.SI&annual,https://sg.finance.yahoo.com/q/pr?s=F34.SI,https://sg.finance.yahoo.com/q/ks?s=F34.SI,https://sg.finance.yahoo.com/q?s=F34.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
M35.SI,Wheelock Properties (S) Ltd (M35.SI),1.93,1.94,0.99,71.30,3.52,43.56,0.22,1.41,,,,1.99,1.71,,SES,Financial,Property Management,,,,,,"786,000","791,000","421,000","385,000",,"3,918,000","3,794,000","3,550,000","3,280,000",,https://sg.finance.yahoo.com/q/bs?s=M35.SI&annual,https://sg.finance.yahoo.com/q/pr?s=M35.SI,https://sg.finance.yahoo.com/q/ks?s=M35.SI,https://sg.finance.yahoo.com/q?s=M35.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5RJ.SI,$ WE (5RJ.SI),0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5RJ.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
ON7.SI,Weiye Holdings Ltd (ON7.SI),0.05,0.09,0.58,2.38,1.67,19.97,3.42,26.02,,,3.00,0.08,0.02,,SES,Financial,Real Estate Development,,,,,,"7,000","9,000","8,000","9,000",,"22,000","21,000","19,000","21,000",,https://sg.finance.yahoo.com/q/bs?s=ON7.SI&annual,https://sg.finance.yahoo.com/q/pr?s=ON7.SI,https://sg.finance.yahoo.com/q/ks?s=ON7.SI,https://sg.finance.yahoo.com/q?s=ON7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
PU4D.SI,u VOD ADR US$ (PU4D.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=PU4D.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
